experience_level,job_title,salary_in_usd,remote_ratio,company_location,company_size,gender
EN,Data analyst,30000.0,,France,Unknown,Unknown
SE,Data analyst,130000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
EN,Data analyst,30000.0,,Norway,Unknown,Unknown
SE,Data analyst,63000.0,,Canada,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
EN,Data analyst,30000.0,,United Kingdom,Unknown,Unknown
SE,Data analyst,63000.0,,France,Unknown,Unknown
MI,Data analyst,51000.0,,France,Unknown,Unknown
MI,Data analyst,84000.0,,United States,Unknown,Unknown
SE,Data analyst,130000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Poland,Unknown,Unknown
EN,Data analyst,30000.0,,France,Unknown,Unknown
MI,Data analyst,51000.0,,India,Unknown,Unknown
SE,Data analyst,63000.0,,United Kingdom,Unknown,Unknown
MI,Data analyst,51000.0,,Singapore,Unknown,Unknown
SE,Data analyst,63000.0,,Indonesia,Unknown,Unknown
SE,Data analyst,63000.0,,Brazil,Unknown,Unknown
EN,Data analyst,30000.0,,United Kingdom,Unknown,Unknown
SE,Data analyst,110000.0,,United States,Unknown,Unknown
EN,Data analyst,30000.0,,Italy,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,Netherlands,Unknown,Unknown
SE,Data analyst,63000.0,,Thailand,Unknown,Unknown
SE,Data analyst,68000.0,,United States,Unknown,Unknown
EN,Data analyst,30000.0,,Spain,Unknown,Unknown
SE,Data analyst,68000.0,,Thailand,Unknown,Unknown
SE,Data analyst,63000.0,,Poland,Unknown,Unknown
SE,Data analyst,63000.0,,United Kingdom,Unknown,Unknown
SE,Data analyst,63000.0,,Thailand,Unknown,Unknown
SE,Data analyst,68000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,India,Unknown,Unknown
MI,Data analyst,51000.0,,Thailand,Unknown,Unknown
MI,Data analyst,51000.0,,United Kingdom,Unknown,Unknown
SE,Data analyst,63000.0,,Thailand,Unknown,Unknown
EN,Data analyst,30000.0,,India,Unknown,Unknown
SE,Data analyst,63000.0,,India,Unknown,Unknown
MI,Data analyst,51000.0,,Canada,Unknown,Unknown
SE,Data analyst,63000.0,,Sweden,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
MI,Data analyst,140000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,India,Unknown,Unknown
SE,Data analyst,110000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,Thailand,Unknown,Unknown
SE,Data analyst,63000.0,,United Kingdom,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Turkey,Unknown,Unknown
MI,Data analyst,51000.0,,France,Unknown,Unknown
EN,Data analyst,30000.0,,Germany,Unknown,Unknown
MI,Data analyst,51000.0,,Germany,Unknown,Unknown
EN,Data analyst,30000.0,,Spain,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,France,Unknown,Unknown
MI,Data analyst,51000.0,,Australia,Unknown,Unknown
SE,Data analyst,63000.0,,Thailand,Unknown,Unknown
MI,Data analyst,51000.0,,South Africa,Unknown,Unknown
SE,Data analyst,63000.0,,Canada,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,India,Unknown,Unknown
SE,Data analyst,63000.0,,India,Unknown,Unknown
EN,Data analyst,30000.0,,Poland,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,Malaysia,Unknown,Unknown
SE,Data analyst,63000.0,,Australia,Unknown,Unknown
SE,Data analyst,63000.0,,Canada,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
MI,Data analyst,124000.0,,United States,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
SE,Data analyst,90000.0,,United States,Unknown,Unknown
SE,Data analyst,100000.0,,United States,Unknown,Unknown
EN,Data analyst,30000.0,,Poland,Unknown,Unknown
SE,Data analyst,63000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Egypt,Unknown,Unknown
MI,Data analyst,100000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Turkey,Unknown,Unknown
SE,Data analyst,115000.0,,United States,Unknown,Unknown
SE,Data analyst,129000.0,,United States,Unknown,Unknown
SE,Data analyst,68000.0,,Netherlands,Unknown,Unknown
SE,Data analyst,104000.0,,United States,Unknown,Unknown
SE,Data analyst,130000.0,,United States,Unknown,Unknown
MI,Data analyst,40000.0,,France,Unknown,Unknown
EN,Data analyst,30000.0,,India,Unknown,Unknown
MI,Data analyst,51000.0,,Belgium,Unknown,Unknown
SE,Data analyst,46000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Switzerland,Unknown,Unknown
SE,Data analyst,46000.0,,France,Unknown,Unknown
MI,Data analyst,51000.0,,France,Unknown,Unknown
SE,Data analyst,68000.0,,United States,Unknown,Unknown
SE,Data analyst,46000.0,,India,Unknown,Unknown
SE,Data analyst,110000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Canada,Unknown,Unknown
SE,Data analyst,46000.0,,United States,Unknown,Unknown
SE,Data analyst,131000.0,,United States,Unknown,Unknown
SE,Data analyst,46000.0,,United Arab Emirates,Unknown,Unknown
SE,Data analyst,68000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,India,Unknown,Unknown
EN,Data analyst,30000.0,,United States,Unknown,Unknown
SE,Data analyst,46000.0,,United States,Unknown,Unknown
MI,Data analyst,51000.0,,Germany,Unknown,Unknown
MI,Big data,51000.0,,United Kingdom,Unknown,Unknown
SE,Big data,30000.0,,United Kingdom,Unknown,Unknown
MI,Big data,45000.0,,United Kingdom,Unknown,Unknown
SE,Big data,30000.0,,United Kingdom,Unknown,Unknown
SE,Big data,69000.0,,United States,Unknown,Unknown
SE,Big data,69000.0,,United States,Unknown,Unknown
SE,Big data,62000.0,,United Kingdom,Unknown,Unknown
SE,Big data,62000.0,,United Kingdom,Unknown,Unknown
SE,Big data,62000.0,,United Kingdom,Unknown,Unknown
MI,Big data,45000.0,,United Kingdom,Unknown,Unknown
SE,Big data,62000.0,,France,Unknown,Unknown
MI,Big data,45000.0,,United Kingdom,Unknown,Unknown
SE,Big data,62000.0,,United Kingdom,Unknown,Unknown
SE,Big data,30000.0,,Israel,Unknown,Unknown
SE,Big data,62000.0,,Belgium,Unknown,Unknown
SE,Big data,63000.0,,United States,Unknown,Unknown
SE,Big data,63000.0,,United States,Unknown,Unknown
SE,Big data,56000.0,,Portugal,Unknown,Unknown
MI,Big data,45000.0,,Poland,Unknown,Unknown
SE,Big data,76000.0,,United Kingdom,Unknown,Unknown
SE,Big data,68000.0,,United Kingdom,Unknown,Unknown
SE,Big data,63000.0,,United Kingdom,Unknown,Unknown
SE,Big data,76000.0,,United Kingdom,Unknown,Unknown
SE,Big data,113000.0,,United States,Unknown,Unknown
EN,Big data,30000.0,,Poland,Unknown,Unknown
SE,Big data,76000.0,,Portugal,Unknown,Unknown
SE,Big data,30000.0,,Ukraine,Unknown,Unknown
SE,Big data,68000.0,,United States,Unknown,Unknown
SE,Big data,68000.0,,Switzerland,Unknown,Unknown
SE,Big data,171000.0,,United States,Unknown,Unknown
SE,Big data,30000.0,,Brazil,Unknown,Unknown
SE,Big data,63000.0,,United States,Unknown,Unknown
SE,Big data,106000.0,,United States,Unknown,Unknown
SE,Big data,68000.0,,Switzerland,Unknown,Unknown
MI,Big data,51000.0,,United Arab Emirates,Unknown,Unknown
SE,Big data,30000.0,,South Africa,Unknown,Unknown
SE,Big data,68000.0,,Denmark,Unknown,Unknown
SE,Big data,68000.0,,United Kingdom,Unknown,Unknown
SE,Big data,76000.0,,United States,Unknown,Unknown
MI,Big data,51000.0,,France,Unknown,Unknown
EX,Big data,46000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,Ireland,Unknown,Unknown
SE,Big data,76000.0,,Portugal,Unknown,Unknown
EN,Big data,30000.0,,Poland,Unknown,Unknown
SE,Big data,56000.0,,Singapore,Unknown,Unknown
SE,Big data,76000.0,,United Kingdom,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,Poland,Unknown,Unknown
SE,Big data,63000.0,,Poland,Unknown,Unknown
SE,Big data,63000.0,,Thailand,Unknown,Unknown
MI,Big data,51000.0,,Thailand,Unknown,Unknown
SE,Big data,63000.0,,Thailand,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,63000.0,,United States,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,Mexico,Unknown,Unknown
SE,Big data,68000.0,,France,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
MI,Big data,40000.0,,France,Unknown,Unknown
EN,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,Israel,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,United States,Unknown,Unknown
SE,Big data,129000.0,,United States,Unknown,Unknown
SE,Big data,76000.0,,Greece,Unknown,Unknown
SE,Big data,76000.0,,Portugal,Unknown,Unknown
SE,Big data,178000.0,,United States,Unknown,Unknown
SE,Big data,46000.0,,Thailand,Unknown,Unknown
SE,Big data,76000.0,,India,Unknown,Unknown
SE,Big data,76000.0,,India,Unknown,Unknown
SE,Big data,46000.0,,Thailand,Unknown,Unknown
MI,Big data,51000.0,,Thailand,Unknown,Unknown
SE,Big data,100000.0,,United Kingdom,Unknown,Unknown
MI,Big data,30000.0,,France,Unknown,Unknown
SE,Big data,45000.0,,United States,Unknown,Unknown
SE,Big data,30000.0,,India,Unknown,Unknown
SE,Big data,30000.0,,Philippines,Unknown,Unknown
SE,Big data,76000.0,,Spain,Unknown,Unknown
MI,Big data,38000.0,,Spain,Unknown,Unknown
SE,Big data,30000.0,,Australia,Unknown,Unknown
MI,Big data,78000.0,,United States,Unknown,Unknown
SE,Big data,46000.0,,Singapore,Unknown,Unknown
MI,Big data,38000.0,,Thailand,Unknown,Unknown
SE,Big data,76000.0,,India,Unknown,Unknown
MI,Big data,38000.0,,Netherlands,Unknown,Unknown
SE,Big data,76000.0,,India,Unknown,Unknown
MI,Big data,30000.0,,India,Unknown,Unknown
MI,Big data,30000.0,,India,Unknown,Unknown
MI,Big data,30000.0,,India,Unknown,Unknown
MI,Big data,38000.0,,Mexico,Unknown,Unknown
SE,Big data,46000.0,,Thailand,Unknown,Unknown
SE,Big data,46000.0,,Thailand,Unknown,Unknown
MI,Big data,30000.0,,Spain,Unknown,Unknown
MI,Big data,51000.0,,Thailand,Unknown,Unknown
MI,Machine learning,124000.0,,United States,Unknown,Unknown
EX,Machine learning,81000.0,,Canada,Unknown,Unknown
SE,Machine learning,62000.0,,Germany,Unknown,Unknown
SE,Machine learning,120000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,120000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,Poland,Unknown,Unknown
SE,Machine learning,69000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,Poland,Unknown,Unknown
MI,Machine learning,56000.0,,United Kingdom,Unknown,Unknown
MI,Machine learning,51000.0,,Greece,Unknown,Unknown
SE,Machine learning,56000.0,,Poland,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
MI,Machine learning,51000.0,,Poland,Unknown,Unknown
SE,Machine learning,69000.0,,United States,Unknown,Unknown
MI,Machine learning,51000.0,,Poland,Unknown,Unknown
MI,Machine learning,51000.0,,Poland,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,Portugal,Unknown,Unknown
SE,Machine learning,185000.0,,Mexico,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,France,Unknown,Unknown
SE,Machine learning,190000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
EN,Machine learning,30000.0,,United States,Unknown,Unknown
SE,Machine learning,201000.0,,United States,Unknown,Unknown
SE,Machine learning,81000.0,,United States,Unknown,Unknown
SE,Machine learning,150000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,165000.0,,United States,Unknown,Unknown
MI,Machine learning,62000.0,,Australia,Unknown,Unknown
MI,Machine learning,43000.0,,Greece,Unknown,Unknown
SE,Machine learning,68000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,150000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,Canada Remote,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,51000.0,,South Africa,Unknown,Unknown
SE,Machine learning,63000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,175000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,Canada,Unknown,Unknown
EN,Machine learning,30000.0,,Spain,Unknown,Unknown
MI,Machine learning,63000.0,,Greece,Unknown,Unknown
MI,Machine learning,43000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,196000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,Canada Remote,Unknown,Unknown
SE,Machine learning,30000.0,,Ukraine,Unknown,Unknown
SE,Machine learning,177000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,Portugal,Unknown,Unknown
SE,Machine learning,45000.0,,Australia,Unknown,Unknown
SE,Machine learning,167000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Australia,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
MI,Machine learning,40000.0,,United States,Unknown,Unknown
MI,Machine learning,45000.0,,Mexico,Unknown,Unknown
SE,Machine learning,81000.0,,United States,Unknown,Unknown
SE,Machine learning,120000.0,,Poland,Unknown,Unknown
SE,Machine learning,120000.0,,United States,Unknown,Unknown
MI,Machine learning,45000.0,,Ecuador,Unknown,Unknown
MI,Machine learning,45000.0,,Chile,Unknown,Unknown
EN,Machine learning,30000.0,,South Korea,Unknown,Unknown
SE,Machine learning,200000.0,,United States,Unknown,Unknown
SE,Machine learning,95000.0,,United States,Unknown,Unknown
MI,Machine learning,40000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,South Korea,Unknown,Unknown
EN,Machine learning,30000.0,,United States,Unknown,Unknown
MI,Machine learning,135000.0,,United States,Unknown,Unknown
EN,Machine learning,36000.0,,France,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,South Korea,Unknown,Unknown
SE,Machine learning,68000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,South Korea,Unknown,Unknown
SE,Machine learning,45000.0,,Germany,Unknown,Unknown
SE,Machine learning,45000.0,,Portugal,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,United States,Unknown,Unknown
EN,Machine learning,120000.0,,United States,Unknown,Unknown
EN,Machine learning,30000.0,,France,Unknown,Unknown
MI,Machine learning,100000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Australia,Unknown,Unknown
MI,Machine learning,150000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,100000.0,,United States,Unknown,Unknown
MI,Machine learning,90000.0,,France,Unknown,Unknown
EN,Machine learning,56000.0,,Japan,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Kenya,Unknown,Unknown
MI,Machine learning,43000.0,,France,Unknown,Unknown
EN,Machine learning,36000.0,,Canada,Unknown,Unknown
MI,Machine learning,43000.0,,India,Unknown,Unknown
MI,Machine learning,40000.0,,Spain,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Japan,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
MI,Machine learning,43000.0,,Japan,Unknown,Unknown
SE,Machine learning,120000.0,,Germany,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,90000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,Denmark,Unknown,Unknown
SE,Machine learning,105000.0,,United States,Unknown,Unknown
SE,Machine learning,120000.0,,Germany,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,132000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
EN,Machine learning,140000.0,,United States,Unknown,Unknown
MI,Machine learning,51000.0,,France,Unknown,Unknown
SE,Machine learning,183000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,Canada,Unknown,Unknown
EN,Machine learning,30000.0,,Poland,Unknown,Unknown
EN,Machine learning,30000.0,,Belgium,Unknown,Unknown
MI,Machine learning,40000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,76000.0,,India,Unknown,Unknown
SE,Machine learning,68000.0,,United Kingdom,Unknown,Unknown
MI,Machine learning,43000.0,,Spain,Unknown,Unknown
SE,Machine learning,75768.0,,France,Unknown,Unknown
SE,Machine learning,120000.0,,Netherlands,Unknown,Unknown
SE,Machine learning,45000.0,,Netherlands,Unknown,Unknown
SE,Machine learning,45000.0,,Uruguay,Unknown,Unknown
SE,Machine learning,76000.0,,Vietnam,Unknown,Unknown
MI,Machine learning,45000.0,,Hungary,Unknown,Unknown
EN,Machine learning,30000.0,,Poland,Unknown,Unknown
SE,Machine learning,56000.0,,Singapore,Unknown,Unknown
EN,Machine learning,30000.0,,Norway,Unknown,Unknown
SE,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,68000.0,,Thailand,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,Thailand,Unknown,Unknown
SE,Machine learning,145000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Israel,Unknown,Unknown
SE,Machine learning,145000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
EX,Machine learning,110000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,Thailand,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
SE,Machine learning,120000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,40000.0,,Spain,Unknown,Unknown
MI,Machine learning,50291.6,,United Kingdom,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,Finland,Unknown,Unknown
EN,Machine learning,30000.0,,Bulgaria,Unknown,Unknown
SE,Machine learning,163000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,196000.0,,United States,Unknown,Unknown
SE,Machine learning,120000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,United States,Unknown,Unknown
SE,Machine learning,63000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
EX,Machine learning,43000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Canada,Unknown,Unknown
MI,Machine learning,30000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
MI,Machine learning,63000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,Canada,Unknown,Unknown
SE,Machine learning,81000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Germany,Unknown,Unknown
MI,Machine learning,43000.0,,United States,Unknown,Unknown
SE,Machine learning,141000.0,,United States,Unknown,Unknown
EN,Machine learning,30000.0,,United States,Unknown,Unknown
SE,Machine learning,103000.0,,United States,Unknown,Unknown
MI,Machine learning,63000.0,,Portugal,Unknown,Unknown
MI,Machine learning,62000.0,,Japan,Unknown,Unknown
SE,Machine learning,68000.0,,Spain,Unknown,Unknown
SE,Machine learning,45000.0,,Canada Remote,Unknown,Unknown
MI,Machine learning,43000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Canada,Unknown,Unknown
SE,Machine learning,63000.0,,United Kingdom,Unknown,Unknown
MI,Machine learning,62000.0,,Japan,Unknown,Unknown
SE,Machine learning,56000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,Ireland,Unknown,Unknown
SE,Machine learning,68000.0,,Germany,Unknown,Unknown
SE,Machine learning,76000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Philippines,Unknown,Unknown
SE,Machine learning,76000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
EX,Machine learning,43000.0,,Singapore,Unknown,Unknown
SE,Machine learning,228000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
EX,Machine learning,175000.0,,United States,Unknown,Unknown
MI,Machine learning,38000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,South Korea,Unknown,Unknown
EN,Machine learning,30000.0,,South Korea,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,184000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,South Korea,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Germany,Unknown,Unknown
EN,Machine learning,30000.0,,Belgium,Unknown,Unknown
MI,Machine learning,43000.0,,United States,Unknown,Unknown
SE,Machine learning,172000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
SE,Machine learning,56000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,46000.0,,Thailand,Unknown,Unknown
SE,Machine learning,45000.0,,Portugal,Unknown,Unknown
MI,Machine learning,81723.85,,United Kingdom,Unknown,Unknown
SE,Machine learning,115000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,India,Unknown,Unknown
SE,Machine learning,142000.0,,United States,Unknown,Unknown
SE,Machine learning,76000.0,,India,Unknown,Unknown
MI,Machine learning,43000.0,,Poland,Unknown,Unknown
SE,Machine learning,46000.0,,Thailand,Unknown,Unknown
MI,Machine learning,43000.0,,Poland,Unknown,Unknown
SE,Machine learning,68000.0,,India,Unknown,Unknown
SE,Machine learning,45000.0,,Poland,Unknown,Unknown
SE,Machine learning,45000.0,,Poland,Unknown,Unknown
SE,Machine learning,119000.0,,United States,Unknown,Unknown
SE,Machine learning,147000.0,,United States,Unknown,Unknown
SE,Machine learning,45000.0,,Switzerland,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
SE,Machine learning,68000.0,,United Arab Emirates,Unknown,Unknown
SE,Machine learning,68000.0,,India,Unknown,Unknown
SE,Machine learning,68000.0,,Czech Republic,Unknown,Unknown
SE,Machine learning,68000.0,,United States,Unknown,Unknown
MI,Machine learning,30000.0,,France,Unknown,Unknown
SE,Machine learning,76000.0,,Denmark,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,38000.0,,Vietnam,Unknown,Unknown
EN,Machine learning,30000.0,,France,Unknown,Unknown
SE,Machine learning,45000.0,,Poland,Unknown,Unknown
SE,Machine learning,45000.0,,Europe,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,43000.0,,Canada,Unknown,Unknown
EN,Machine learning,30000.0,,Germany,Unknown,Unknown
SE,Machine learning,45000.0,,Canada,Unknown,Unknown
SE,Machine learning,45000.0,,United States,Unknown,Unknown
MI,Machine learning,90000.0,,France,Unknown,Unknown
MI,ML Ops,124000.0,,United States,Unknown,Unknown
EN,ML Ops,35000.0,,United States,Unknown,Unknown
SE,ML Ops,62000.0,,Germany,Unknown,Unknown
MI,ML Ops,56000.0,,United Kingdom,Unknown,Unknown
MI,ML Ops,43000.0,,United Kingdom,Unknown,Unknown
MI,ML Ops,45000.0,,Mexico,Unknown,Unknown
MI,ML Ops,45000.0,,Ecuador,Unknown,Unknown
MI,ML Ops,45000.0,,Chile,Unknown,Unknown
SE,ML Ops,68000.0,,United States,Unknown,Unknown
EN,ML Ops,58000.0,,United States,Unknown,Unknown
SE,ML Ops,45000.0,,Canada,Unknown,Unknown
SE,ML Ops,141000.0,,United States,Unknown,Unknown
SE,ML Ops,55000.0,,United States,Unknown,Unknown
SE,ML Ops,228000.0,,Canada,Unknown,Unknown
SE,ML Ops,115000.0,,United States,Unknown,Unknown
SE,ML Ops,76000.0,,India,Unknown,Unknown
SE,ML Ops,68000.0,,United States,Unknown,Unknown
